name,Borough
Lorimer St & Harrison Ave,Brooklyn
Forest Ave & Summerfield St,Queens
Myrtle Ave & Fleet Pl,Brooklyn
81 St & 24 Ave,Queens
Beverley Rd & Flatbush Ave,Brooklyn
Grand Concourse & E Mount Eden Ave,Bronx
Longfellow Ave & E 165 St,Bronx
E 201 St & Briggs Ave,Bronx
Morris Ave & E Burnside Ave,Bronx
Chauncey St & Howard Ave,Brooklyn
Manhattan Ave & Devoe St,Brooklyn
Amory Ct & Metropolitan Ave,Queens
94 St & 57 Ave,Queens
Sterling Pl & 5 Ave,Brooklyn
Longfellow Ave & Aldus St,Bronx
Southern Blvd & E 172 St,Bronx
Arthur Ave & E 183 St,Bronx
Prospect Ave & Jennings St,Bronx
Corona Ave & 98 St,Queens
Webster Ave & E 166 St,Bronx
Metropolitan Ave & Stewart Ave,Brooklyn
Grand Concourse & E 197 St,Bronx
Aqueduct Ave & North St,Bronx
Stagg St & Morgan Ave,Brooklyn
Henry St & Middagh St,Brooklyn
Elmhurst Ave & Forley St,Queens
Sheridan Ave & E 172 St,Bronx
60 Ave & Fresh Pond Rd,Queens
E 18 St & Church Ave,Brooklyn
9 St HBLR - Jackson St & 8 St,Other
Broadway & W 185 St,Manhattan
Willow Ave & 12 St,Other
Sumpter St & Fulton St,Brooklyn
97 St & 23 Ave,Queens
4 Ave & 17 St,Brooklyn
Driggs Ave & S 2 St,Brooklyn
Waterloo Pl & Crotona Park East,Bronx
Center Blvd & 51 Ave,Queens
MacDonough St & Marcy Ave,Brooklyn
Willoughby St & Ashland Pl,Brooklyn
Marin Light Rail,Other
Macombs Pl & W 152 St,Manhattan
Bailey Ave & Sedgwick Ave,Bronx
Stevens - River Ter & 6 St,Other
99 St & 58 Ave,Queens
Nelson Ave & 167 St,Bronx
E 191 St & Bathgate Ave,Bronx
W 170 St & University Ave,Bronx
Bronx Park S & Bryant Ave,Bronx
Stuyvesant Ave & Hart St,Brooklyn
65 St & 35 Ave,Queens
Winthrop St & Rogers Ave,Brooklyn
78 St & Northern Blvd,Queens
46 St & 30 Rd,Queens
Malcolm X Blvd & DeKalb Ave,Brooklyn
60 St & 60 Rd,Queens
Essex Light Rail,Other
20 Ave & 38 St,Queens
43 Ave & 40 St,Queens
53 St & 2 Ave,Brooklyn
E 14 St & 1 Ave,Manhattan
61 St & 39 Ave,Queens
25 Ave & 96 St,Queens
Grand Concourse & E 184 St,Bronx
43 Ave & 47 St,Queens
Southern Blvd & E 180 St,Bronx
31 Pl & Hunters Point Ave,Queens
46 St & 7 Ave,Brooklyn
36 St & Ditmars Blvd,Queens
46 St & 28 Ave,Queens
Carlton Ave & St Marks Ave,Brooklyn
E 133 St & Cypress Pl,Bronx
20 Ave & Shore Blvd,Queens
48 St & 37 Ave,Queens
Dahill Rd & 12 Ave,Brooklyn
Westchester Ave & Southern Blvd,Bronx
E Fordham Rd & Webster Ave,Bronx
Crown St & Rogers Ave,Brooklyn
108 St & 52 Ave,Queens
Wallabout St & Kent Ave,Brooklyn
Withers St & Kingsland Ave,Brooklyn
Frost St & Meeker Ave,Brooklyn
30 Ave & 80 St,Queens
Newport Pkwy,Other
42 Ave & 108 St,Queens
E 77 St & 1 Ave,Manhattan
7 Ave & W 55 St,Manhattan
51 St & 43 Ave,Queens
Ave D & E 12 St,Manhattan
Featherbed Ln & Jerome Ave,Bronx
7 Ave & 22 St,Brooklyn
Hoboken Terminal - Hudson St & Hudson Pl,Other
E 13 St & 2 Ave,Manhattan
JC Medical Center,Other
53 St & 5 Ave,Brooklyn
Harborside,Other
E 3 St & Church Ave,Brooklyn
51 St & Hobart St,Queens
Paul Ave & Mosholu Pkwy,Bronx
Caton Ave & St. Pauls Pl,Brooklyn
5 Ave & W 126 St,Manhattan
Hilltop,Other
Bedford Ave & Clarkson Ave,Brooklyn
Ave C & E 16 St,Manhattan
N Henry St & Norman Ave,Brooklyn
Westchester Ave & Longwood Ave,Bronx
Isham St & Broadway,Manhattan
Madison Ave & E 51 St,Manhattan
Powers St & Olive St,Brooklyn
Courtlandt Ave & E 149 St,Bronx
E 142 St & 3 Ave,Bronx
Clinton St & 7 St,Other
21 Ave & Shore Blvd,Queens
Warren St & Roosevelt Ave,Queens
W 233 St & Albany Crescent,Bronx
Sedgwick Ave & Giles Pl,Bronx
Whitney Ave & Ketcham Pl,Queens
Eastern Pkwy & Brooklyn Ave,Brooklyn
Decatur Ave & Oliver Pl,Bronx
3 Ave & 17 St,Brooklyn
Marble Hill Ave & W 227 St,Bronx
38 St & 30 Ave,Queens
Morris Ave & E 171 St,Bronx
E 170 St & Clay Ave,Bronx
St Nicholas Ave & W 155 St,Manhattan
Hoe Ave & Jennings St,Bronx
103 St & 41 Ave,Queens
8 St & Astoria Blvd,Queens
St Ann's Ave & Bruckner Blvd,Bronx
Rockaway Ave & Bainbridge St,Brooklyn
Bushwick Ave & McKibbin St,Brooklyn
Bergen Ave & Sip Ave,Other
Morton St & Greenwich St,Manhattan
Scholes St & Lorimer St,Brooklyn
Fresh Pond Rd & Eliot Ave,Queens
Freeman St & Southern Blvd,Bronx
Madison St & Evergreen Ave,Brooklyn
E 138 St & Park Ave,Bronx
Ave D & E 3 St,Manhattan
Brunswick & 6th,Other
20 Ave & 48 St,Queens
Grand Concourse & E 196 St,Bronx
Sterling Pl & Ralph Ave,Brooklyn
34 Ave & 108 St,Queens
46 Ave & Junction Blvd,Queens
Kingsbridge Terrace & W 230 St,Bronx
Dey St,Other
Vesey St & Church St,Manhattan
Bloomfield St & 15 St,Other
93 St & Northern Blvd,Queens
Morgan Ave & Maspeth Ave,Brooklyn
Shea Rd & Boat Basin Pl,Queens
Liberty Light Rail,Other
99 St & 35 Ave,Queens
St Mary's St & Jackson Ave,Bronx
21 Ave & Crescent St,Queens
Jerome Ave & E 181 St,Bronx
104 St & 38 Ave,Queens
Parade Pl & Crooke Ave,Brooklyn
Moffat St & Bushwick,Brooklyn
Washington St,Other
Prospect Ave & E 151 St,Bronx
Journal Square,Other
Fort Washington Ave & W 173 St,Manhattan
Central Ave & Decatur St,Brooklyn
MacDougal St & Rockaway Ave,Brooklyn
E 178 St & Monterey Ave,Bronx
Intervale Ave & Kelly St,Bronx
Stratford Rd & Beverley Rd,Brooklyn
River Ave & E 151 St,Bronx
104 St & 32 Ave,Queens
Willis Ave & E 137 St,Bronx
5 Ave & W 131 St,Manhattan
Prospect Pl & Nostrand Ave,Brooklyn
38 Ave & 29 St,Queens
Buffalo Ave & St John's Pl,Brooklyn
Amsterdam Ave & W 162 St,Manhattan
Amsterdam Ave & W 136 St,Manhattan
St Marks Ave & Thomas S. Boyland St,Brooklyn
E 5 St & Ave A,Manhattan
Review Ave & Greenpoint Ave,Queens
Grove St PATH,Other
Prospect Ave & Longwood Ave,Bronx
Kingston Ave & E New York Ave,Brooklyn
E 10 St & Ave A,Manhattan
34 Ave & 71 St,Queens
50 St & 30 Ave,Queens
Rogers Ave & Lincoln Rd,Brooklyn
Broadway & W 61 St,Manhattan
12 Ave & 36 St,Brooklyn
Lenox Ave & W 146 St,Manhattan
Church Ave & E 45 St,Brooklyn
Park Pl & Buffalo Ave,Brooklyn
Chauncey St & Stuyvesant Ave,Brooklyn
Clay Ave & Claremont Pkwy,Bronx
64 St & Woodbine St,Queens
Rutland Rd & E 45 St,Brooklyn
Broadway & W 142 St,Manhattan
E 179 St & Daly Ave,Bronx
31 Ave & 86 St,Queens
Broadway & 74 St,Queens
St James Ave & 51 Ave,Queens
Riverside Dr & W 153 St,Manhattan
Corona Ave & 90 St,Queens
64 St & 51 Ave,Queens
Clarkson Ave & Utica Ave,Brooklyn
E 94 St & Madison Ave,Manhattan
Schenectady Ave & Cortelyou Rd,Brooklyn
Pacific St & Ralph Ave,Brooklyn
Menahan St & Seneca Ave,Queens
3 Ave & E 169 St,Bronx
DeKalb Ave & Franklin Ave,Brooklyn
West Farms Rd & Boone Ave,Bronx
39 Ave & 56 St,Queens
Valentine Ave & E 181 St,Bronx
Madison Ave & E 26 St,Manhattan
Maple St & New York Ave,Brooklyn
St Johns Pl & Kingston Ave,Brooklyn
31 Ave & 57 St,Queens
Lenox Ave & W 144 St,Manhattan
Willoughby Ave & Wyckoff Ave,Brooklyn
23 Ave & 83 St,Queens
Goulden Ave & Bedford Park Blvd,Bronx
Bushwick Ave & Linden St,Brooklyn
University Ave & Macombs Rd,Bronx
74 St & 37 Ave,Queens
Albemarle Rd & E 21 St,Brooklyn
59 St & 59 Rd,Queens
Hazen St & 20 Ave,Queens
Morris Ave & E 142 St,Bronx
Mount Eden Pkwy & Eastburn Ave,Bronx
Clifton Pl & Bedford Ave,Brooklyn
47 Ave & Skillman Ave,Queens
Broadway & E 19 St,Manhattan
Amsterdam Ave & W 183 St,Manhattan
53 St & 4 Ave,Brooklyn
1 Ave & E 6 St,Manhattan
Bedford Ave & Albemarle Rd,Brooklyn
Morris Ave & E 153 St,Bronx
Morgan Ave & Lombardy St,Brooklyn
W 50 St & 9 Ave,Manhattan
Brevoort Pl & Bedford Ave,Brooklyn
Elmhurst Ave & Roosevelt Ave,Queens
Washington Pl & Greene St,Manhattan
87 St & Roosevelt Ave,Queens
E 1 St & 1 Ave,Manhattan
Newport PATH,Other
Jerome Ave & E Mosholu Pkwy S,Bronx
Pacific St & Troy Ave,Brooklyn
Sunken Meadow Comfort Station,Manhattan
77 St & 31 Ave,Queens
41 St & 4 Ave,Brooklyn
Icahn Stadium Plaza,Manhattan
Grand Concourse & E 175 St,Bronx
Flatbush Ave & Lincoln Rd,Brooklyn
Albany St & Greenwich St,Manhattan
Edgecombe Ave & W 145 St,Manhattan
Bushwick Ave & Stagg St,Brooklyn
Riverside Dr & W 145 St,Manhattan
Sedgwick Ave & Hillman Ave,Bronx
Bainbridge Ave & E 198 St,Bronx
Montgomery St,Other
27 Ave & 3 St,Queens
50 St & 7 Ave,Brooklyn
W 146 St & Broadway,Manhattan
Bedford Ave & Maple St,Brooklyn
Waldron St & 108 St,Queens
W 168 St & Fort Washington Ave,Manhattan
Greenwood Ave & E 4 St,Brooklyn
7 Ave & 17 St,Brooklyn
63 St & Borden Ave,Queens
Washington St & Barrow St,Manhattan
Skillman Ave & 54 St,Queens
107 St & 32 Ave,Queens
Botanical Sq & Webster Ave,Bronx
2 Ave & E 125 St,Manhattan
W 42 St & 6 Ave,Manhattan
Broadway & W 165 St,Manhattan
Caton Ave & E 10 St,Brooklyn
Grand Concourse & E 203 St,Bronx
E 9 St & 5 Ave,Manhattan
Gillmore St & 27 Ave,Queens
E 9 St & Ave C,Manhattan
Harlem River Dr & W 155 St,Manhattan
Columbus Pl & Atlantic Ave,Brooklyn
Gerard Ave & E 146 St,Bronx
Irving Ave & DeKalb Ave,Brooklyn
Grand Concourse & E 144 St,Bronx
W 171 St & St Nicholas Ave,Manhattan
31 St & Ditmars Blvd,Queens
E 17 St & 2 Ave,Manhattan
Knickerbocker Ave & Thames St,Brooklyn
Southern Blvd & Xavier Way,Bronx
Church Ave & Story St,Brooklyn
108 St & 39 Ave,Queens
18 St & 27 Ave,Queens
98 St & 25 Ave,Queens
Brooklyn Ave & Snyder Ave,Brooklyn
W Tremont Ave & Grand Ave,Bronx
Monitor St & Meeker Ave,Brooklyn
W 44 St & 11 Ave,Manhattan
9 Ave & W 33 St,Manhattan
Frederick Douglass Blvd & W 139 St,Manhattan
Gansevoort St & Hudson St,Manhattan
Central Park S & Grand Army Plaza,Manhattan
E 46 St & Madison Ave,Manhattan
Hunts Point Ave & Bryant Ave,Bronx
E 184 St & 3 Ave,Bronx
61 St & Laurel Hill Blvd,Queens
E Tremont Ave & Jerome Ave,Bronx
Eastern Pkwy & Kingston Ave,Brooklyn
E 4 St & Ave B,Manhattan
Broadway & Hancock St,Brooklyn
E 14 St & Ave B,Manhattan
30 Ave & 12 St,Queens
57 St & 4 Ave,Brooklyn
Eastern Pkwy & Rochester Ave,Brooklyn
53 Ave & 94 St,Queens
Park Pl & Thomas S. Boyland St,Brooklyn
Morris Ave & E 163 St,Bronx
9 Ave & W 204 St,Manhattan
Dawson St & Intervale Ave,Bronx
Greenpoint Ave & Monitor St,Brooklyn
Willis Ave & E 141 St,Bronx
Aqueduct Ave & W 190 St,Bronx
W Broadway & Watts St,Manhattan
Washington St & Laight St,Manhattan
31 Ave & 103 St,Queens
34 St & 5 Ave,Brooklyn
10 Ave & W 215 St,Manhattan
Intervale Ave & Westchester Ave,Bronx
Shakespeare Ave & W 169 St,Bronx
St Johns Pl & Howard Ave,Brooklyn
61 St & Borden Ave,Queens
9 Ave & W 219 St,Manhattan
Andrews Ave S & W 179 St,Bronx
Central Ave & Covert St,Brooklyn
Broadway & 51 St,Queens
Bergen St & Mother Gaston Blvd,Brooklyn
Communipaw & Berry Lane,Other
59 St & 4 Ave,Brooklyn
Van Cleef St & 108 St,Queens
Bay St & Court St,Brooklyn
49 Ave & 27 St,Queens
W Fordham Rd & Loring Pl N,Bronx
88 St & Astoria Blvd,Queens
23 St & 3 Ave,Brooklyn
Ogden Ave & W 164 St,Bronx
Queens Blvd & Albion Ave,Queens
Market St & Henry St,Manhattan
23 St & 31 Ave,Queens
Sands St Gate,Brooklyn
Kenmare St & Elizabeth St,Manhattan
44 St & 48 Ave,Queens
Rutgers St & Henry St,Manhattan
Amsterdam Ave & W 156 St,Manhattan
11 Ave & Prospect Ave,Brooklyn
57 St & Grand Ave,Queens
Sterling Pl & Franklin Ave,Brooklyn
7 St & Monroe St,Other
Ocean Ave & Crooke Ave,Brooklyn
City Hall,Other
St Ann's Ave & E 144 St,Bronx
75 St & 35 Ave,Queens
65 Ln & Metropolitan Ave,Queens
Wythe Ave & N 13 St,Brooklyn
Pitkin Ave & Grafton St,Brooklyn
Macon St & Patchen Ave,Brooklyn
26 Ave & 2 St,Queens
Southpoint Park,Manhattan
43 Ave & 42 St,Queens
Amsterdam Ave & W 152 St,Manhattan
12 St & Sinatra Dr N,Other
E Mosholu Pkwy & Van Cortlandt Ave E,Bronx
E 189 St & Bathgate Ave,Bronx
Greene St & Prince St,Manhattan
Baldwin at Montgomery,Other
Bedford Ave & Montgomery St,Brooklyn
Duane St & Hudson St,Manhattan
Herkimer St & New York Ave,Brooklyn
Academy St & Nagle Ave,Manhattan
Bergen Ave & Stegman St,Other
E 6 St & 2 Ave,Manhattan
56 Ave & Junction Blvd,Queens
Steinway St & 19 Ave,Queens
Menahan St & Wyckoff Ave,Brooklyn
Van Vorst Park,Other
Broadway & W 157 St,Manhattan
Stockholm St & Wilson Ave,Brooklyn
Jerome Ave & E 198 St,Bronx
Prospect Ave & Vanderbilt St,Brooklyn
E 174 St & Longfellow Ave,Bronx
Bainbridge Ave & E 196 St,Bronx
Lenox Ave & W 133 St,Manhattan
60 Pl & Linden St,Queens
Heights Elevator,Other
Warren St,Other
Bushwick Ave & Furman Ave,Brooklyn
Westchester Ave & Jackson Ave,Bronx
Davidson Ave & W Burnside Ave,Bronx
W 165 St & Fort Washington Ave,Manhattan
Arthur Ave & E Tremont Ave,Bronx
31 St & Newtown Ave,Queens
E 180 St & Prospect Ave,Bronx
E 163 St & Tiffany St,Bronx
69 St & 43 Ave,Queens
74 St & Woodside Ave,Queens
Jerome Ave & W 195 St,Bronx
Adam Clayton Powell Blvd & W 141 St,Manhattan
W 35 St & 8 Ave,Manhattan
Fort Washington Ave & W 183 St,Manhattan
W 30 St & 10 Ave,Manhattan
41 Ave & 80 St,Queens
58 St & 32 Ave,Queens
Hamilton Pl & W 140 St,Manhattan
Cooper Ave & 65 Pl,Queens
Pacific St & Sackman St,Brooklyn
Bradley Ave & Greenpoint Ave,Brooklyn
57 St & 7 Ave,Brooklyn
Southern Blvd & E 175 St,Bronx
Van Sinderen Ave & Truxton St,Brooklyn
W Mosholu Pkwy S & Sedgwick Ave,Bronx
62 St & 4 Ave,Brooklyn
Lafayette Ave & Hunts Point Ave,Bronx
Henry St & Remsen St,Brooklyn
Glenwood Ave,Other
7 Ave S & Bleecker St,Manhattan
3 Ave & E 174 St,Bronx
Ave D & E 8 St,Manhattan
Prospect Park SW & Greenwood Ave,Brooklyn
St Nicholas Ave & W 157 St,Manhattan
Montague St & Hicks St,Brooklyn
E 5 St & Cooper Sq,Manhattan
Sedgwick Ave & W Burnside Ave,Bronx
17 St & 5 Ave,Brooklyn
Franklin Ave & E 169 St,Bronx
E 149 St & Morris Ave,Bronx
Madison St & 1 St,Other
New York Ave & Lenox Rd,Brooklyn
E 158 St & Melrose Ave,Bronx
Crotona Ave & Crotona Park N,Bronx
30 Ave & 41 St,Queens
Southern Blvd & E 149 St,Bronx
South End Ave & Albany St,Other
Gerard Ave & E 165 St,Bronx
W 34 St & Hudson Blvd E,Manhattan
E Tremont Ave & E 176 St,Bronx
Adams St & Prospect St,Brooklyn
4 Ave & E 12 St,Manhattan
N 9 St & Wythe Ave,Brooklyn
29 St & 5 Ave,Brooklyn
W 15 St & 6 Ave,Manhattan
Union St,Other
President St & Hoyt St,Brooklyn
2 Ave & 32 St,Brooklyn
Crotona Pkwy & Elsmere Pl,Bronx
65 Pl & Woodside Ave,Queens
River Ave & E 153 St,Bronx
W 192 St & University Ave,Bronx
100 St & Humphreys St,Queens
Putnam Ave & Ralph Ave,Brooklyn
Crotona Ave & E Fordham Rd,Bronx
Ditmars Blvd & 43 St,Queens
Edgecombe Ave & W 141 St,Manhattan
111 St & 49 Ave,Queens
Southern Blvd & E 174 St,Bronx
45 St & 4 Ave,Brooklyn
Ave A & E 11 St,Manhattan
Lee Ave & Taylor St,Brooklyn
71 St & 32 Ave,Queens
Manila & 1st,Other
Degraw St & 3 Ave,Brooklyn
Judge St & Britton Ave,Queens
43 St & Skillman Ave,Queens
W 204 St & Vermilyea Ave,Manhattan
Patchen Ave & Bainbridge St,Brooklyn
Clarkson Ave & Troy Ave,Brooklyn
Fairview Ave & Linden St,Queens
Amsterdam Ave & W 131 St,Manhattan
34 Ave & Vernon Blvd,Queens
8 Ave & W 49 St,Manhattan
3 Ave & E 109 St,Manhattan
W 20 St & 10 Ave,Manhattan
E 49 St & Church Ave,Brooklyn
Jerome Ave & Anderson Ave,Bronx
Bergen Ave,Other
Carroll St & Rochester Ave,Brooklyn
48 St & Skillman Ave,Queens
111 St & 53 Ave,Queens
Central Ave & Weirfield St,Brooklyn
69 St & 38 Ave,Queens
Grand Ave & W 181 St,Bronx
Melrose Ave & E 154 St,Bronx
Broadway & W 220 St,Manhattan
E 61 St & Madison Ave,Manhattan
Crotona Park East & E 173 St,Bronx
Riverside Dr & W 148 St,Manhattan
55 Ave & 90 St,Queens
Clarkson Ave & Nostrand Ave,Brooklyn
Congress St & Hicks St,Brooklyn
Lewis Ave & Greene Ave,Brooklyn
Concourse Village East & E 158 St,Bronx
Home St & Westchester Ave,Bronx
W 163 St & Riverside Dr,Manhattan
5 Ave & 37 St,Brooklyn
Jackson Square,Other
6 Ave & Walker St,Manhattan
E 138 St & Grand Concourse,Bronx
Central Park W & W 68 St,Manhattan
Fort Washington Ave & W 190 St,Manhattan
Sterling Pl & Schenectady Ave,Brooklyn
Irving Ave & Harman St,Brooklyn
W 27 St & 6 Ave,Manhattan
N 10 St & Berry St,Brooklyn
Pearl St & York St,Brooklyn
79 St & Woodside Ave,Queens
Irving Ave & Halsey St,Brooklyn
Marion Ave & Mosholu Pkwy,Bronx
Nostrand Ave & Flushing Ave,Brooklyn
Gramercy Park N & Gramercy Park E,Manhattan
Engert Ave & McGuinness Blvd,Brooklyn
Featherbed Ln & Nelson Ave,Bronx
S 2 St & Kent Ave,Brooklyn
5 Ave & E 135 St,Manhattan
Wales Ave & E 147 St,Bronx
Frederick Douglass Blvd & W 115 St,Manhattan
Melrose Ave & E 150 St,Bronx
Corona Ave & 111 St,Queens
Mama Johnson Field - 4 St & Jackson St,Other
W 238 St & Tibbett Ave,Bronx
Jerome Ave & W 177 St,Bronx
60 St & 37 Ave,Queens
100 St & 37 Ave,Queens
E 174 St & Walton Ave,Bronx
Prospect Park W & 20 St,Brooklyn
E 103 St & 2 Ave,Manhattan
40 St & Queens Blvd,Queens
Park Circle & East Dr,Brooklyn
37 Ave & 106 St,Queens
Broadway & W 48 St,Manhattan
24 Ave & 87 St,Queens
Sherman Ave & E 166 St,Bronx
Webb Ave & W 190 St,Bronx
Macombs Rd & Featherbed Ln,Bronx
43 St & 23 Ave,Queens
65 St & 2 Ave,Brooklyn
6 Ave & 55 St,Brooklyn
Beck St & Leggett Ave,Bronx
Longwood Ave & Southern Blvd,Bronx
Keegan Rd & 2 Ave,Brooklyn
E 20 St & FDR Dr,Manhattan
Wadsworth Ave & W 175 St,Manhattan
90 St & 51 Ave,Queens
Astor Place,Other
Carroll St & Utica Ave,Brooklyn
Buffalo Ave & E New York Ave,Brooklyn
Clay Ave & E 173 St,Bronx
Metropolitan Ave & 65 Ln,Queens
99 St & 38 Ave,Queens
Knickerbocker Ave & Hancock St,Brooklyn
Lenox Rd & E 43 St,Brooklyn
Newark St & Washington St,Other
Pacific St & Smith St,Brooklyn
E 7 St & Ave C,Manhattan
Cedar St & Evergreen Ave,Brooklyn
Broadway & 49 St,Queens
Corona Ave & 102 St,Queens
31 Ave & 61 St,Queens
Brook Ave & E 141 St,Bronx
Southern Blvd & Tiffany St,Bronx
Catalpa Ave & Woodward Ave,Queens
Nagle Ave & Thayer St,Manhattan
Adams St & 2 St,Other
Butler St & 27 Ave,Queens
Chester Ave & 12 Ave,Brooklyn
86 St & 35 Ave,Queens
E 27 St & Park Ave S,Manhattan
43 Ave & 111 St,Queens
Beverley Rd & E 49 St,Brooklyn
Faile St & Garrison Ave,Bronx
Ditmars Blvd & 102 St,Queens
W 147 St & Adam Clayton Powell Blvd,Manhattan
Rogers Pl & E 165 St,Bronx
57 St & 43 Ave,Queens
W 33 St & 10 Ave,Manhattan
W 140 St & Riverside Dr,Manhattan
E 141 St & Jackson Ave,Bronx
Wards Meadow Comfort Station,Manhattan
E 149 St & Eagle Ave,Bronx
Davis St & Jackson Ave,Queens
Cortelyou Rd & Argyle Rd,Brooklyn
Fulton St & Williams Ave,Brooklyn
E 138 St & 5 Ave,Manhattan
Tiebout Ave & E 184 St,Bronx
Stephen St & Seneca Ave,Queens
Centre St & Seneca Ave,Queens
Garrison Ave & Manida St,Bronx
Wyckoff Ave & Gates Ave,Queens
Pershing Field,Other
University Ave & Morton Pl,Bronx
31 St & 21 Ave,Queens
W 30 St & 8 Ave,Manhattan
2 Ave & E 29 St,Manhattan
7 Ave & 40 St,Brooklyn
Driggs Ave & N 9 St,Brooklyn
Boston Rd & E 178 St,Bronx
W 176 St & Montgomery Ave,Bronx
36 St & Hunters Point Ave,Queens
Macon St & Howard Ave,Brooklyn
W 35 St & Dyer Ave,Manhattan
Parkside Ave & Flatbush Ave,Brooklyn
Audubon Ave & Fort George Ave,Manhattan
Westchester Ave & E 156 St,Bronx
Cedar Ave & W Fordham Rd,Bronx
Walton Ave & E 183 St,Bronx
Broadway & Van Cortlandt Park S,Bronx
E 2 St & Ave C,Manhattan
E 160 St & Tinton Ave,Bronx
Walton Ave & E 151 St,Bronx
30 Ave & 96 St,Queens
Alexander Ave & E 134 St,Bronx
Fulton St & Irving Pl,Brooklyn
Webster Ave & Ford St,Bronx
Riverside Dr & Broadway,Manhattan
53 St & Roosevelt Ave,Queens
Waterbury St & Stagg St,Brooklyn
Hart St & Wyckoff Ave,Brooklyn
E 179 St & Southern Blvd,Bronx
Columbus Drive,Other
Fort Hamilton Pkwy & E 5 St,Brooklyn
W 190 St & Broadway,Manhattan
Ithaca St & Baxter Ave,Queens
Anthony Ave & E Tremont Ave,Bronx
Eliot Ave & 60 Ln,Queens
Grand Concourse & E 161 St,Bronx
W 17 St & 7 Ave,Manhattan
Ashland Pl & Dekalb Ave,Brooklyn
St Johns Pl & Utica Ave,Brooklyn
Giles Pl & Fort Independence St,Bronx
Washington St & W 10 St,Manhattan
Brooklyn Ave & Lefferts Ave,Brooklyn
Nagle Ave & Ellwood St,Manhattan
Broadway & W 238 St,Bronx
Pacific St & Nostrand Ave,Brooklyn
Amsterdam Ave & W 172 St,Manhattan
Devoe St & Morgan Ave,Brooklyn
8 Ave & W 27 St,Manhattan
E 167 St & Clay Ave,Bronx
Jackson Mill Rd & 93 St,Queens
Adam Clayton Powell Blvd & W 132 St,Manhattan
Rugby Rd & Albemarle Rd,Brooklyn
7 Ave & Central Park South,Manhattan
Herkimer St & Eastern Pkwy,Brooklyn
W 190 St & St Nicholas Ave,Manhattan
Edgecombe Ave & W 167 St,Manhattan
52 St & 6 Ave,Brooklyn
St Marks Pl & 4 Ave,Brooklyn
99 St & Astoria Blvd,Queens
Broadway & W 168 St,Manhattan
Grand Concourse & E 205 St,Bronx
Southern Blvd & E 142 St,Bronx
55 Dr & Maurice Ave,Queens
City Hall - Washington St & 1 St,Other
Manhattan Ave & Leonard St,Brooklyn
Edgecombe Ave & W 150 St,Manhattan
Park Ave & E 41 St,Manhattan
Bronx Shore Comfort Station,Manhattan
Fresh Pond Rd & 69 Ave,Queens
Boston Rd & E 167 St,Bronx
N Portland Ave & Flushing Ave,Brooklyn
Dock St & Front St,Brooklyn
Lafayette Park,Other
E 26 St & 3 Ave,Manhattan
43 St & 35 Ave,Queens
E 188 St & Hughes Ave,Bronx
Madison St & Cypress Ave,Queens
E 165 St & Fox St,Bronx
E 6 St & Ave D,Manhattan
Grand Concourse & E 192 St,Bronx
W 163 St & Edgecombe Ave,Manhattan
Grand Concourse & E 199 St,Bronx
Myrtle Ave & 65 St,Queens
College Ave & E 170 St,Bronx
Sedgwick Ave & W Tremont Ave,Bronx
56 Dr & 61 St,Queens
Southern Blvd & Ave St John,Bronx
Troy Ave & Park Pl,Brooklyn
Front St & Jay St,Brooklyn
Pacific St & Thomas S. Boyland St,Brooklyn
Washington Ave & E 174 St,Bronx
3 Ave & E 163 St,Bronx
Rogers Ave & Snyder Ave,Brooklyn
Clarkson Ave & E 40 St,Brooklyn
38 St & Northern Blvd,Queens
Grand Concourse & E Mosholu Pkwy S,Bronx
Grand Concourse & E 176 St,Bronx
President St & 4 Ave,Brooklyn
W 40 St & 7 Ave,Manhattan
Franklin Ave & Quincy St,Brooklyn
82 St & Broadway,Queens
E 34 St & Linden Blvd,Brooklyn
Washington Ave & Empire Blvd,Brooklyn
34 Ave & 45 St,Queens
Boone Ave & E 172 St,Bronx
E 147 St & Bergen Ave,Bronx
Tyler Ave & Maurice Ave,Queens
Clarkson Ave & E 37 St,Brooklyn
Myrtle Ave & Linden St,Brooklyn
E 181 St & Bathgate Ave,Bronx
Winthrop St & Schenectady Ave,Brooklyn
8 Ave & W 24 St,Manhattan
5 Ave & 67 St,Brooklyn
25 Ave & 41 St,Queens
Church Ave & Nostrand Ave,Brooklyn
82 St & 30 Ave,Queens
E 11 St & 3 Ave,Manhattan
Brook Ave & E 157 St,Bronx
Ditmars Blvd & 48 St,Queens
Van Dam St & Meeker Ave,Brooklyn
87 St & 30 Ave,Queens
Eastern Pkwy & Troy Ave,Brooklyn
50 St & Barnett Ave,Queens
Grand St & 14 St,Other
St Nicholas Terrace & Convent Ave,Manhattan
Broadway & W 234 St,Bronx
Woodhaven Blvd & Hoffman Dr,Queens
Queens Blvd & 56 Ave,Queens
57 Rd & 58 St,Queens
Monroe St & Marcus Garvey Blvd,Brooklyn
Steinway St & 21 Ave,Queens
Linden Blvd & Nostrand Ave,Brooklyn
34 St & 48 Ave,Queens
Newark Ave,Other
College Ave & E 169 St,Bronx
30 Ave & 70 St,Queens
McKibbin St & Bogart St,Brooklyn
Willis Ave & E 143 St,Bronx
E 149 St & Jackson Ave,Bronx
34 St & 38 Ave,Queens
E 16 St & Cortelyou Rd,Brooklyn
5 Ave & E 87 St,Manhattan
Church St & Worth St,Manhattan
